vehicle_id,cell_chemistry,cycle_number,calendar_age_days,soh_pct,capacity_Ah,nominal_capacity_kWh,internal_resistance_mOhm,eis_impedance_1kHz_Ohm,voltage_OCV_V,dod_pct,c_rate_charge,c_rate_discharge,temperature_C,data_source
V00130,LFP,90,357.0,98.84,59.3,60.0,14.32,0.014,3.385,84.8,2.79,1.68,29.8,real_calibrated
V00130,LFP,93,362.0,98.97,59.38,60.0,13.82,0.0141,3.377,75.8,2.24,0.78,39.1,synthetic
V00130,LFP,95,366.0,98.47,59.08,60.0,14.57,0.0147,3.37,44.8,1.85,1.63,25.5,real_calibrated
V00130,LFP,104,382.0,98.97,59.38,60.0,13.37,0.0138,3.39,93.0,2.17,2.11,42.4,real_calibrated
V00130,LFP,105,384.0,98.84,59.3,60.0,13.91,0.013,3.39,57.7,2.99,0.74,20.9,real_calibrated
V00130,LFP,106,386.0,98.9,59.34,60.0,14.01,0.0145,3.381,81.9,2.58,0.82,23.2,synthetic
V00130,LFP,107,388.0,98.49,59.09,60.0,15.01,0.0143,3.367,87.0,1.58,1.53,7.4,synthetic
V00130,LFP,111,395.0,98.89,59.33,60.0,13.88,0.0157,3.369,45.2,0.73,0.52,32.4,real_calibrated
V00130,LFP,112,397.0,99.07,59.44,60.0,14.48,0.0131,3.366,52.0,2.39,1.12,41.6,real_calibrated
V00130,LFP,113,398.0,98.67,59.2,60.0,13.68,0.0131,3.385,85.2,1.84,2.45,34.3,synthetic
V00130,LFP,114,400.0,99.04,59.42,60.0,14.16,0.014,3.37,59.9,1.72,1.01,9.1,synthetic
V00130,LFP,119,409.0,98.64,59.18,60.0,13.94,0.0134,3.364,34.3,1.88,1.66,27.9,synthetic
V00130,LFP,120,411.0,98.83,59.3,60.0,14.99,0.0145,3.39,34.4,0.92,2.28,13.2,real_calibrated
V00130,LFP,122,415.0,98.99,59.39,60.0,14.46,0.0141,3.37,62.8,1.8,2.2,28.4,real_calibrated
V00130,LFP,129,427.0,98.81,59.29,60.0,14.05,0.0133,3.373,61.8,2.87,1.42,21.1,real_calibrated
V00130,LFP,131,431.0,99.06,59.44,60.0,14.81,0.0156,3.376,76.0,1.4,0.75,32.7,real_calibrated
V00130,LFP,132,433.0,99.01,59.41,60.0,13.31,0.0133,3.376,31.7,1.5,0.57,34.2,real_calibrated
V00130,LFP,134,436.0,99.17,59.5,60.0,14.01,0.0131,3.387,61.0,0.99,1.66,31.1,synthetic
V00130,LFP,135,438.0,98.43,59.06,60.0,14.1,0.015,3.381,47.2,1.45,1.7,24.1,real_calibrated
V00130,LFP,142,451.0,98.15,58.89,60.0,14.5,0.0141,3.373,56.9,2.57,1.24,28.3,synthetic
V00130,LFP,143,452.0,98.55,59.13,60.0,14.79,0.0139,3.382,88.5,1.63,1.81,43.0,real_calibrated
V00130,LFP,145,456.0,98.09,58.85,60.0,14.68,0.016,3.385,35.4,2.16,1.68,34.7,synthetic
V00130,LFP,153,470.0,98.17,58.9,60.0,14.53,0.0143,3.384,30.8,1.34,0.96,30.9,real_calibrated
V00130,LFP,155,474.0,98.33,59.0,60.0,13.2,0.0122,3.376,64.2,1.91,1.46,15.5,real_calibrated
V00130,LFP,157,478.0,98.38,59.03,60.0,14.87,0.0164,3.386,76.3,1.84,0.95,31.6,real_calibrated
V00130,LFP,159,481.0,98.52,59.11,60.0,14.61,0.0164,3.386,41.8,1.95,1.86,30.9,real_calibrated
V00130,LFP,163,488.0,98.07,58.84,60.0,14.42,0.0141,3.384,46.3,2.52,1.98,28.3,synthetic
V00130,LFP,167,496.0,97.89,58.73,60.0,14.48,0.013,3.37,77.3,1.3,0.64,29.2,real_calibrated
V00130,LFP,169,499.0,98.25,58.95,60.0,14.22,0.016,3.383,78.2,2.38,1.8,26.7,synthetic
V00130,LFP,170,501.0,98.33,59.0,60.0,14.04,0.0127,3.382,83.8,2.58,0.71,41.3,real_calibrated
V00130,LFP,174,508.0,97.65,58.59,60.0,13.75,0.0131,3.369,52.7,0.8,1.54,32.7,real_calibrated
V00130,LFP,182,523.0,98.12,58.87,60.0,13.56,0.0127,3.359,76.6,1.33,2.07,28.0,real_calibrated
V00130,LFP,183,524.0,97.7,58.62,60.0,14.65,0.0134,3.371,63.3,1.46,1.66,22.5,real_calibrated
V00130,LFP,187,532.0,98.35,59.01,60.0,14.93,0.015,3.372,57.2,2.04,1.07,42.1,real_calibrated
V00130,LFP,188,533.0,98.68,59.21,60.0,14.77,0.0138,3.386,30.1,0.93,0.8,31.0,real_calibrated
V00130,LFP,195,546.0,97.4,58.44,60.0,14.28,0.0142,3.373,69.8,1.3,2.29,40.3,real_calibrated
V00130,LFP,197,550.0,98.1,58.86,60.0,13.13,0.0142,3.382,40.7,0.43,1.01,34.1,real_calibrated
V00130,LFP,199,553.0,97.65,58.59,60.0,14.74,0.0164,3.365,75.5,1.74,1.68,29.8,real_calibrated
V00130,LFP,203,560.0,98.39,59.03,60.0,14.49,0.0155,3.386,47.5,2.02,0.62,25.2,synthetic
V00130,LFP,205,564.0,97.23,58.34,60.0,14.86,0.0135,3.376,54.9,1.93,1.77,22.2,synthetic
V00130,LFP,209,571.0,98.79,59.27,60.0,14.82,0.0145,3.378,73.0,1.85,1.06,32.1,synthetic
V00130,LFP,211,575.0,97.93,58.76,60.0,14.74,0.014,3.389,62.7,1.23,0.7,34.7,real_calibrated
V00130,LFP,213,578.0,97.69,58.61,60.0,15.56,0.0136,3.389,31.6,2.11,0.97,30.6,real_calibrated
V00130,LFP,215,582.0,97.28,58.37,60.0,14.97,0.0147,3.379,75.6,2.86,2.17,33.1,real_calibrated
V00130,LFP,217,586.0,97.47,58.48,60.0,14.14,0.0126,3.368,72.9,2.47,1.1,27.2,real_calibrated
V00130,LFP,219,589.0,97.53,58.52,60.0,14.12,0.0143,3.364,61.4,3.0,1.86,39.0,synthetic
V00130,LFP,224,598.0,97.29,58.37,60.0,14.07,0.0153,3.375,75.2,2.37,1.89,20.2,real_calibrated
V00130,LFP,225,600.0,97.58,58.55,60.0,14.86,0.0153,3.385,57.6,0.44,0.78,29.3,real_calibrated
V00130,LFP,228,605.0,97.66,58.6,60.0,14.47,0.0154,3.367,77.1,1.06,1.36,33.4,synthetic
V00130,LFP,230,609.0,97.86,58.72,60.0,15.16,0.016,3.378,43.8,2.56,1.13,37.5,real_calibrated
V00130,LFP,232,613.0,97.09,58.25,60.0,14.83,0.0147,3.384,54.5,2.89,0.65,18.9,real_calibrated
V00130,LFP,233,614.0,97.13,58.28,60.0,14.42,0.0132,3.384,66.7,1.18,2.36,12.1,synthetic
V00130,LFP,237,622.0,97.71,58.63,60.0,13.49,0.0137,3.392,30.8,0.43,0.99,21.2,real_calibrated
V00130,LFP,238,623.0,97.24,58.34,60.0,14.73,0.0138,3.379,50.5,2.71,1.84,15.0,real_calibrated
V00130,LFP,241,629.0,97.24,58.34,60.0,14.36,0.0118,3.384,43.0,1.44,1.4,32.0,real_calibrated
V00130,LFP,244,634.0,97.29,58.37,60.0,14.54,0.0154,3.377,47.3,0.73,1.85,33.8,real_calibrated
V00130,LFP,245,636.0,97.5,58.5,60.0,15.33,0.0142,3.364,44.8,2.99,2.36,47.6,synthetic
V00130,LFP,247,640.0,97.59,58.55,60.0,14.35,0.0136,3.387,81.4,1.77,2.32,25.1,synthetic
V00130,LFP,251,647.0,97.61,58.57,60.0,14.85,0.0165,3.393,52.9,2.68,0.93,23.9,real_calibrated
V00130,LFP,252,649.0,97.34,58.4,60.0,14.8,0.0139,3.387,37.1,1.47,2.24,27.0,real_calibrated
V00130,LFP,256,656.0,97.75,58.65,60.0,13.75,0.0146,3.37,45.3,1.52,1.48,26.3,synthetic
V00130,LFP,261,665.0,96.71,58.03,60.0,14.63,0.0141,3.399,78.3,0.9,1.25,26.8,real_calibrated
V00130,LFP,263,668.0,97.75,58.65,60.0,13.88,0.0126,3.371,32.7,2.98,1.9,15.5,synthetic
V00130,LFP,265,672.0,96.81,58.09,60.0,14.02,0.0138,3.364,68.3,2.19,2.37,44.0,real_calibrated
V00130,LFP,270,681.0,97.02,58.21,60.0,14.68,0.0135,3.382,42.7,1.94,2.08,24.0,synthetic
V00130,LFP,271,683.0,96.55,57.93,60.0,14.13,0.0141,3.363,30.2,0.35,1.33,38.1,real_calibrated
V00130,LFP,273,686.0,96.64,57.98,60.0,14.53,0.0127,3.372,72.1,2.47,1.69,30.0,synthetic
V00130,LFP,274,688.0,97.31,58.39,60.0,14.73,0.0155,3.366,85.0,0.44,1.31,27.6,real_calibrated
V00130,LFP,280,699.0,97.01,58.21,60.0,14.51,0.0157,3.37,33.6,2.48,0.7,14.8,synthetic
V00130,LFP,281,701.0,96.71,58.03,60.0,14.78,0.0148,3.372,93.9,2.85,1.15,24.1,real_calibrated
V00130,LFP,286,710.0,96.68,58.01,60.0,15.18,0.0157,3.368,85.8,1.99,0.55,22.7,real_calibrated
V00130,LFP,294,724.0,97.05,58.23,60.0,14.2,0.0142,3.371,63.1,2.93,2.07,21.0,synthetic
V00130,LFP,297,730.0,96.99,58.19,60.0,14.23,0.0129,3.376,42.4,2.4,1.95,25.9,real_calibrated
V00130,LFP,298,731.0,97.02,58.21,60.0,13.86,0.013,3.367,67.5,2.94,2.34,27.5,real_calibrated
V00130,LFP,299,733.0,96.45,57.87,60.0,15.44,0.0153,3.381,53.6,0.57,1.5,32.1,synthetic
V00130,LFP,300,735.0,96.53,57.92,60.0,13.89,0.0143,3.379,80.3,1.4,2.12,16.8,real_calibrated
V00130,LFP,302,739.0,97.06,58.24,60.0,14.47,0.0135,3.374,70.5,0.81,0.88,22.1,synthetic
V00130,LFP,305,744.0,97.22,58.33,60.0,14.43,0.0138,3.375,44.3,0.69,0.56,37.7,synthetic
V00130,LFP,306,746.0,96.77,58.06,60.0,14.69,0.0147,3.37,33.6,2.95,1.76,35.5,synthetic
V00130,LFP,309,751.0,96.03,57.62,60.0,13.59,0.012,3.365,42.7,0.48,1.47,31.8,real_calibrated
V00130,LFP,311,755.0,96.57,57.94,60.0,14.42,0.0155,3.367,46.5,1.29,2.18,27.3,real_calibrated
V00130,LFP,315,762.0,97.12,58.27,60.0,14.25,0.0135,3.367,76.8,0.55,1.84,23.2,real_calibrated
V00130,LFP,317,766.0,96.41,57.85,60.0,14.87,0.0159,3.392,44.4,1.2,1.83,21.8,real_calibrated
V00130,LFP,318,767.0,97.0,58.2,60.0,14.33,0.0135,3.377,51.7,1.74,1.34,27.6,synthetic
V00130,LFP,320,771.0,97.0,58.2,60.0,14.96,0.0133,3.382,79.8,0.54,0.93,24.5,real_calibrated
V00130,LFP,326,782.0,96.75,58.05,60.0,14.35,0.0148,3.363,45.6,1.3,0.94,24.2,real_calibrated
V00130,LFP,327,784.0,95.96,57.58,60.0,15.85,0.0155,3.376,92.2,0.98,1.37,24.2,real_calibrated
V00130,LFP,329,787.0,96.45,57.87,60.0,15.05,0.0136,3.371,36.5,2.17,1.09,40.9,real_calibrated
V00130,LFP,332,793.0,96.13,57.68,60.0,14.67,0.0137,3.382,30.6,2.9,2.33,35.6,real_calibrated
V00130,LFP,334,796.0,96.55,57.93,60.0,14.38,0.0132,3.38,80.0,0.81,1.73,46.2,synthetic
V00130,LFP,336,800.0,96.9,58.14,60.0,14.32,0.0147,3.377,51.4,2.55,2.49,21.5,synthetic
V00130,LFP,338,803.0,96.64,57.98,60.0,14.49,0.0154,3.367,94.0,0.36,1.96,39.6,real_calibrated
V00130,LFP,339,805.0,96.72,58.03,60.0,14.64,0.0156,3.377,54.6,1.09,1.35,41.3,real_calibrated
V00131,NCA,0,309.0,99.86,81.89,82.0,19.87,0.0189,4.147,74.1,1.73,2.05,21.7,real_calibrated
V00131,NCA,1,311.0,99.42,81.52,82.0,20.73,0.022,4.13,46.0,0.41,1.25,38.7,real_calibrated
V00131,NCA,3,314.0,100.0,82.05,82.0,21.17,0.0219,4.164,65.5,0.45,2.26,24.7,real_calibrated
V00131,NCA,4,316.0,99.74,81.79,82.0,21.18,0.0221,4.164,69.0,1.89,1.32,35.9,real_calibrated
V00131,NCA,14,334.0,99.44,81.54,82.0,19.49,0.0209,4.151,37.2,0.39,0.73,38.7,synthetic
V00131,NCA,25,354.0,99.81,81.84,82.0,20.3,0.02,4.146,58.5,1.79,1.98,34.1,synthetic
V00131,NCA,26,356.0,100.0,82.02,82.0,20.6,0.0219,4.13,89.4,1.65,0.6,33.7,real_calibrated
V00131,NCA,43,386.0,99.48,81.57,82.0,19.68,0.0211,4.151,65.9,1.83,0.54,34.8,real_calibrated
V00131,NCA,44,388.0,100.0,82.41,82.0,19.87,0.0198,4.168,39.9,1.84,1.48,37.4,real_calibrated
V00131,NCA,46,392.0,99.85,81.88,82.0,20.39,0.0199,4.165,62.7,1.89,2.15,39.5,real_calibrated
V00131,NCA,50,399.0,99.88,81.9,82.0,20.37,0.021,4.159,33.0,1.06,1.26,18.3,real_calibrated
V00131,NCA,52,403.0,99.43,81.53,82.0,20.46,0.0212,4.165,30.4,1.38,1.53,25.9,real_calibrated
V00131,NCA,57,412.0,99.82,81.85,82.0,20.22,0.021,4.132,45.4,2.43,1.45,28.4,synthetic
V00131,NCA,58,413.0,100.0,82.15,82.0,20.39,0.0186,4.153,67.3,1.09,0.89,23.9,real_calibrated
V00131,NCA,61,419.0,99.84,81.87,82.0,19.53,0.0204,4.141,74.9,1.21,2.37,21.9,real_calibrated
V00131,NCA,65,426.0,99.8,81.84,82.0,19.27,0.0197,4.154,73.9,1.25,1.3,14.7,real_calibrated
V00131,NCA,66,428.0,99.92,81.93,82.0,20.34,0.0209,4.153,38.4,0.43,1.34,39.2,synthetic
V00131,NCA,68,431.0,99.43,81.53,82.0,19.9,0.0191,4.149,40.7,2.9,0.94,19.2,synthetic
V00131,NCA,75,444.0,99.75,81.8,82.0,20.35,0.0203,4.149,41.8,1.28,1.8,36.7,synthetic
V00131,NCA,77,448.0,99.78,81.82,82.0,19.79,0.0199,4.161,77.5,1.02,1.58,32.8,real_calibrated
V00131,NCA,87,466.0,99.34,81.46,82.0,19.8,0.0193,4.15,73.9,1.54,1.69,23.2,synthetic
V00131,NCA,90,471.0,99.6,81.67,82.0,19.8,0.0202,4.152,66.2,1.67,1.84,14.7,real_calibrated
V00131,NCA,94,478.0,99.55,81.63,82.0,20.69,0.0183,4.15,73.7,2.64,0.54,25.5,real_calibrated
V00131,NCA,98,485.0,99.3,81.43,82.0,20.7,0.021,4.154,75.1,2.91,1.63,30.6,real_calibrated
V00131,NCA,101,491.0,100.0,82.09,82.0,19.1,0.0182,4.16,78.2,2.95,1.6,23.1,real_calibrated
V00131,NCA,103,494.0,99.69,81.75,82.0,20.31,0.022,4.151,42.1,2.42,1.57,42.7,real_calibrated
V00131,NCA,110,507.0,99.55,81.63,82.0,20.09,0.0191,4.145,73.5,1.96,1.49,37.1,synthetic
V00131,NCA,111,509.0,99.23,81.37,82.0,19.87,0.0202,4.143,63.0,2.09,2.1,44.2,synthetic
V00131,NCA,115,516.0,99.67,81.73,82.0,19.73,0.0207,4.16,66.7,2.6,2.48,29.6,real_calibrated
V00131,NCA,118,521.0,99.28,81.41,82.0,19.43,0.0205,4.152,73.7,1.42,2.24,19.1,synthetic
V00131,NCA,119,523.0,99.69,81.75,82.0,19.44,0.0192,4.13,85.1,1.41,1.84,38.2,synthetic
V00131,NCA,122,529.0,99.8,81.84,82.0,20.6,0.0205,4.14,64.1,2.95,1.33,30.9,real_calibrated
V00131,NCA,125,534.0,99.81,81.84,82.0,21.9,0.022,4.17,81.4,1.6,1.51,31.5,real_calibrated
V00131,NCA,129,541.0,99.46,81.56,82.0,19.77,0.0186,4.135,76.4,2.3,1.82,13.8,synthetic
V00131,NCA,139,559.0,99.64,81.7,82.0,20.42,0.019,4.157,79.3,1.35,1.87,33.3,synthetic
V00131,NCA,140,561.0,99.36,81.48,82.0,20.98,0.0204,4.158,62.0,1.8,2.0,25.7,real_calibrated
V00131,NCA,149,577.0,99.21,81.35,82.0,20.02,0.0202,4.145,66.1,2.43,2.02,30.9,synthetic
V00131,NCA,152,583.0,99.73,81.78,82.0,19.28,0.0195,4.17,79.0,2.5,2.23,4.8,real_calibrated
V00131,NCA,159,595.0,99.41,81.52,82.0,19.99,0.0199,4.147,49.7,0.6,0.88,22.9,real_calibrated
V00131,NCA,161,599.0,99.01,81.19,82.0,19.95,0.0201,4.135,54.6,2.95,2.32,32.4,synthetic
V00131,NCA,162,601.0,99.04,81.21,82.0,19.56,0.0179,4.155,44.6,2.57,0.66,39.9,real_calibrated
V00131,NCA,163,602.0,99.29,81.42,82.0,19.84,0.0218,4.147,66.6,0.41,2.06,24.4,real_calibrated
V00131,NCA,173,620.0,98.92,81.11,82.0,20.46,0.0209,4.147,86.3,1.27,2.45,15.3,real_calibrated
V00131,NCA,174,622.0,99.08,81.25,82.0,20.73,0.0204,4.149,67.9,1.48,2.29,32.7,real_calibrated
V00131,NCA,177,628.0,99.27,81.4,82.0,19.58,0.0192,4.131,83.7,0.71,1.47,16.8,real_calibrated
V00131,NCA,189,649.0,99.38,81.49,82.0,20.01,0.0209,4.143,41.0,1.85,1.08,19.3,synthetic
V00131,NCA,191,653.0,98.93,81.12,82.0,19.83,0.0201,4.153,85.6,1.0,0.51,40.3,real_calibrated
V00131,NCA,195,660.0,98.95,81.14,82.0,20.82,0.022,4.159,84.7,2.21,1.11,39.0,real_calibrated
V00131,NCA,197,664.0,99.34,81.46,82.0,18.93,0.0191,4.139,85.4,0.52,0.51,28.4,real_calibrated
V00131,NCA,200,669.0,99.17,81.32,82.0,20.26,0.0199,4.147,71.2,1.72,2.26,13.9,synthetic
V00131,NCA,201,671.0,98.99,81.17,82.0,19.15,0.0195,4.14,60.8,2.92,2.38,25.6,synthetic
V00131,NCA,203,674.0,98.86,81.07,82.0,19.99,0.0191,4.158,53.9,1.21,2.49,19.8,real_calibrated
V00131,NCA,211,689.0,99.24,81.38,82.0,20.36,0.0214,4.15,93.3,1.14,2.34,21.3,real_calibrated
V00131,NCA,221,707.0,99.13,81.29,82.0,19.71,0.0177,4.157,78.9,0.7,1.83,11.6,real_calibrated
V00131,NCA,222,709.0,99.28,81.41,82.0,20.71,0.0194,4.154,32.9,1.5,2.46,37.2,real_calibrated
V00131,NCA,224,712.0,99.12,81.28,82.0,19.97,0.0189,4.155,64.2,2.73,2.25,40.0,synthetic
V00131,NCA,225,714.0,98.95,81.14,82.0,19.75,0.0174,4.158,65.1,2.23,1.8,47.2,synthetic
V00131,NCA,230,723.0,99.22,81.36,82.0,20.05,0.0188,4.152,47.9,0.78,0.53,31.9,synthetic
V00131,NCA,236,734.0,98.71,80.94,82.0,20.62,0.0214,4.146,45.8,2.82,0.83,34.1,synthetic
V00131,NCA,239,739.0,99.01,81.19,82.0,20.22,0.0214,4.153,42.6,1.04,1.07,40.7,synthetic
V00131,NCA,248,755.0,98.35,80.65,82.0,19.64,0.0199,4.143,61.1,1.25,1.33,11.9,real_calibrated
V00131,NCA,268,791.0,98.7,80.93,82.0,19.53,0.0204,4.163,62.9,2.96,1.88,23.1,synthetic
V00131,NCA,270,795.0,98.76,80.98,82.0,20.79,0.0206,4.137,47.1,0.63,0.81,36.3,real_calibrated
V00131,NCA,274,802.0,98.85,81.06,82.0,19.5,0.0186,4.154,36.3,2.77,1.04,34.0,synthetic
V00131,NCA,277,808.0,98.7,80.93,82.0,20.14,0.0226,4.161,87.6,0.39,0.64,22.7,real_calibrated
V00131,NCA,282,817.0,98.93,81.12,82.0,20.09,0.0193,4.142,36.1,0.6,0.82,20.3,real_calibrated
V00131,NCA,290,831.0,98.88,81.08,82.0,19.09,0.0189,4.145,90.6,2.72,1.68,44.0,synthetic
V00131,NCA,299,847.0,97.92,80.29,82.0,20.03,0.0196,4.161,43.7,2.2,1.06,12.2,real_calibrated
V00131,NCA,303,854.0,98.31,80.61,82.0,19.95,0.0206,4.136,85.3,1.92,1.3,28.1,real_calibrated
V00131,NCA,305,858.0,98.78,81.0,82.0,20.01,0.0204,4.154,33.2,2.65,1.2,27.0,real_calibrated
V00131,NCA,319,883.0,98.53,80.79,82.0,19.61,0.0199,4.151,57.1,1.79,2.49,28.2,synthetic
V00131,NCA,325,894.0,98.35,80.65,82.0,19.55,0.0204,4.142,36.0,1.82,1.0,17.8,real_calibrated
V00131,NCA,341,923.0,98.87,81.07,82.0,19.93,0.0205,4.144,78.4,2.21,2.31,24.6,real_calibrated
V00131,NCA,344,928.0,97.92,80.29,82.0,20.04,0.0195,4.138,61.3,1.53,2.36,34.6,real_calibrated
V00131,NCA,345,930.0,98.0,80.36,82.0,20.31,0.0213,4.135,75.7,2.68,2.02,33.8,synthetic
V00131,NCA,348,935.0,98.39,80.68,82.0,20.32,0.0208,4.148,55.8,2.6,0.65,23.2,synthetic
V00131,NCA,351,941.0,98.92,81.11,82.0,20.55,0.0211,4.13,89.6,0.43,1.54,28.4,synthetic
V00131,NCA,356,950.0,98.29,80.6,82.0,20.1,0.021,4.173,87.4,2.96,2.37,17.6,synthetic
V00131,NCA,372,979.0,98.37,80.66,82.0,19.77,0.0182,4.168,79.9,2.84,1.78,30.4,synthetic
V00131,NCA,374,982.0,98.16,80.49,82.0,20.85,0.0225,4.149,83.7,2.13,0.83,25.6,real_calibrated
V00131,NCA,375,984.0,98.36,80.66,82.0,20.2,0.0204,4.143,92.4,0.5,2.22,32.1,real_calibrated
V00131,NCA,376,986.0,98.23,80.55,82.0,20.93,0.0208,4.138,44.2,0.65,2.29,25.8,real_calibrated
V00131,NCA,378,989.0,98.08,80.43,82.0,20.28,0.0189,4.131,32.4,2.71,1.55,26.5,synthetic
V00131,NCA,382,997.0,97.91,80.29,82.0,18.47,0.019,4.144,44.4,2.04,2.24,24.4,synthetic
V00131,NCA,385,1002.0,97.76,80.16,82.0,19.95,0.0202,4.148,70.5,2.96,2.43,27.2,synthetic
V00131,NCA,387,1006.0,97.92,80.29,82.0,19.7,0.0197,4.156,89.0,1.47,1.97,35.3,real_calibrated
V00131,NCA,388,1007.0,99.02,81.2,82.0,20.28,0.0182,4.154,47.0,1.43,1.19,17.2,real_calibrated
V00131,NCA,391,1013.0,98.13,80.47,82.0,19.94,0.0202,4.151,60.2,1.02,0.57,29.9,synthetic
V00131,NCA,395,1020.0,98.11,80.45,82.0,20.45,0.0213,4.157,75.1,1.99,1.83,29.5,synthetic
V00131,NCA,398,1025.0,98.15,80.48,82.0,20.65,0.0189,4.138,61.7,2.33,1.36,13.4,synthetic
V00131,NCA,402,1033.0,98.43,80.71,82.0,20.41,0.0201,4.135,43.4,0.99,1.15,26.0,real_calibrated
V00131,NCA,404,1036.0,98.43,80.71,82.0,20.23,0.0196,4.119,58.3,2.19,1.01,19.9,real_calibrated
V00131,NCA,407,1042.0,97.83,80.22,82.0,19.93,0.0201,4.142,72.2,2.84,1.52,33.1,synthetic
V00131,NCA,409,1045.0,97.69,80.11,82.0,20.12,0.021,4.143,63.9,2.86,2.19,42.6,synthetic
V00131,NCA,419,1063.0,97.95,80.32,82.0,19.35,0.0191,4.163,64.3,0.84,2.2,24.1,real_calibrated
V00131,NCA,422,1069.0,97.84,80.23,82.0,20.15,0.02,4.138,37.6,0.74,1.47,46.7,real_calibrated
V00131,NCA,423,1070.0,97.96,80.33,82.0,20.13,0.0201,4.133,51.9,2.51,1.46,38.3,real_calibrated
V00131,NCA,433,1088.0,97.7,80.11,82.0,20.73,0.0208,4.143,56.1,1.61,1.3,28.6,synthetic
V00131,NCA,436,1094.0,97.91,80.29,82.0,20.31,0.0211,4.129,39.9,1.27,1.73,29.2,synthetic
V00131,NCA,437,1096.0,97.9,80.28,82.0,20.23,0.0215,4.149,72.1,1.59,1.59,26.8,synthetic
V00131,NCA,439,1099.0,97.81,80.2,82.0,20.47,0.02,4.133,41.0,2.01,1.6,32.4,real_calibrated
V00131,NCA,446,1112.0,98.87,81.07,82.0,20.24,0.0221,4.144,90.9,1.34,0.89,14.3,synthetic
V00131,NCA,447,1114.0,98.08,80.43,82.0,19.76,0.0178,4.145,62.8,2.88,0.84,27.6,real_calibrated
V00131,NCA,450,1119.0,98.11,80.45,82.0,19.86,0.0205,4.152,46.9,0.43,0.55,24.3,real_calibrated
V00131,NCA,452,1123.0,97.77,80.17,82.0,20.92,0.0227,4.147,55.9,0.8,1.97,21.6,synthetic
V00131,NCA,454,1126.0,97.66,80.08,82.0,20.11,0.0207,4.136,81.3,1.94,0.89,21.2,real_calibrated
V00131,NCA,468,1151.0,97.93,80.3,82.0,20.38,0.0206,4.152,77.7,2.73,0.84,35.7,synthetic
V00131,NCA,471,1157.0,97.63,80.06,82.0,20.22,0.0213,4.149,47.0,1.88,1.3,45.5,real_calibrated
V00131,NCA,474,1162.0,98.06,80.41,82.0,20.46,0.0209,4.15,51.4,0.48,1.95,25.3,real_calibrated
V00131,NCA,476,1166.0,98.27,80.58,82.0,21.14,0.0212,4.131,63.1,1.41,1.1,23.3,real_calibrated
V00131,NCA,481,1175.0,97.95,80.32,82.0,20.61,0.0223,4.139,33.0,1.68,2.35,33.0,synthetic
V00131,NCA,484,1180.0,98.12,80.46,82.0,20.01,0.02,4.169,46.9,2.98,1.85,24.6,real_calibrated
V00131,NCA,485,1182.0,97.56,80.0,82.0,20.81,0.0207,4.132,85.7,2.53,2.04,19.7,synthetic
V00131,NCA,487,1186.0,97.19,79.7,82.0,20.14,0.0204,4.145,40.2,1.69,0.91,31.3,synthetic
V00131,NCA,506,1220.0,97.69,80.11,82.0,20.0,0.0199,4.145,34.7,0.7,1.09,36.2,real_calibrated
V00131,NCA,509,1225.0,97.87,80.25,82.0,19.79,0.0193,4.139,93.3,2.99,0.69,26.8,real_calibrated
V00131,NCA,512,1231.0,97.76,80.16,82.0,20.64,0.0206,4.134,41.2,1.16,2.3,12.4,real_calibrated
V00131,NCA,514,1234.0,97.55,79.99,82.0,20.65,0.0211,4.134,71.6,2.22,1.7,28.9,real_calibrated
V00131,NCA,522,1249.0,97.87,80.25,82.0,21.18,0.022,4.163,62.3,0.41,0.54,21.9,real_calibrated
V00131,NCA,524,1252.0,97.74,80.15,82.0,19.97,0.0203,4.145,91.2,1.6,1.41,26.0,real_calibrated
V00131,NCA,536,1274.0,97.59,80.02,82.0,20.66,0.0198,4.137,48.2,0.84,1.12,29.7,real_calibrated
V00131,NCA,538,1277.0,97.73,80.14,82.0,20.57,0.0219,4.144,83.3,2.51,0.83,30.4,real_calibrated
V00131,NCA,549,1297.0,97.59,80.02,82.0,20.06,0.0191,4.142,47.9,1.51,0.72,19.3,real_calibrated
V00131,NCA,552,1303.0,97.57,80.01,82.0,21.23,0.0231,4.147,70.1,2.21,1.16,26.4,synthetic
V00131,NCA,554,1306.0,97.09,79.61,82.0,20.88,0.021,4.152,94.6,1.78,2.08,31.6,real_calibrated
V00131,NCA,555,1308.0,97.34,79.82,82.0,20.09,0.0198,4.153,48.5,2.73,0.71,43.3,real_calibrated
V00131,NCA,569,1333.0,97.59,80.02,82.0,18.58,0.0168,4.146,49.0,0.93,0.8,21.3,synthetic
V00131,NCA,570,1335.0,97.11,79.63,82.0,19.95,0.0209,4.145,63.8,2.65,2.04,32.1,synthetic
V00131,NCA,571,1337.0,97.63,80.06,82.0,20.01,0.0209,4.14,82.1,2.11,1.12,31.6,real_calibrated
V00131,NCA,577,1348.0,97.95,80.32,82.0,20.38,0.0208,4.165,76.3,1.35,1.45,34.0,real_calibrated
V00131,NCA,578,1349.0,97.36,79.84,82.0,21.62,0.0211,4.149,58.5,1.77,1.23,16.9,synthetic
V00132,NMC,0,70.0,99.92,74.94,75.0,18.41,0.0171,4.12,41.2,2.92,1.86,15.9,real_calibrated
V00132,NMC,4,77.0,99.67,74.75,75.0,18.26,0.017,4.089,93.6,2.05,1.04,25.0,synthetic
